Site ID,Planned Kiosk Type,Installation Status,PPT ID,Legacy ID,Borough,Council District,Community Board,Street Address,Cross Street 1,Cross Street 2,IxN Corner,Postcode,Zoning,Latitude,Longitude,Installation Complete,Activation Complete,Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
bk-16-126638,Link1.0,Live,126638,bk-03-126638,Brooklyn,37,316,2208 FULTON STREET,EASTERN PARKWAY,ROCKAWAY AVENUE,SW,11233,C2-3,40.678079,-73.908374,12/22/2016,01/17/2017,Ocean Hill,3042262,3015520041,3036900,"(40.678079, -73.908374)"
mn-05-133550,Link1.0,Live,133550,mn-05-133550,Manhattan,4,105,126 EAST 41 STREET,LEXINGTON AVENUE,PARK AVENUE,SW,10017,C5-3,40.750833,-73.976817,02/04/2017,05/19/2017,Murray Hill-Kips Bay,1036150,1012950058,1008000,"(40.750833, -73.976817)"
qu-12-154374,Link5G_Ad,Live,,,Queens,28,412,153-21 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,135TH AVENUE,SE,11434,C2-2,40.670155,-73.782911,02/23/2023,05/04/2023,Springfield Gardens North,,4122920001,,"(40.670155, -73.782911)"
mn-10-120039,Link1.0,Live,120039,mn-10-120039,Manhattan,9,110,163 WEST 125 STREET,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,NE,10027,C4-7,40.808939,-73.948011,10/26/2016,12/20/2016,Central Harlem South,1081602,1019100001,1022200,"(40.808939, -73.948011)"
mn-02-108535,Link1.0,Live,108535,mn-02-108535,Manhattan,3,102,628 HUDSON STREET,JANE STREET,HORATIO STREET,MIDBLOCK,10014,C1-6,40.738351,-74.005466,02/04/2018,10/12/2018,West Village,1011647,1006260022,1007700,"(40.738351, -74.005466)"
mn-02-123589,Link1.0,Live,123589,mn-02-123589,Manhattan,3,102,180 VARICK STREET,CHARLTON STREET,KING STREET,NE,10014,M1-6,40.727284,-74.005407,07/31/2018,10/06/2020,SoHo-TriBeCa-Civic Center-Little Italy,1008117,1005190070,1003700,"(40.727284, -74.005407)"
bx-01-119075,Link1.0,Live,119075,bx-01-119075,Bronx,17,201,134 EAST 149 STREET,WALTON AVENUE,GRAND CONCOURSE,SE,10451,C4-4,40.818676,-73.928165,06/10/2017,07/19/2017,West Concourse,2001038,2023460029,2006300,"(40.818676, -73.928165)"
bk-02-126839,Link1.0,Live,126839,bk-02-126839,Brooklyn,33,302,340 LIVINGSTON STREET,NEVINS STREET,FLATBUSH AVENUE,SE,11217,C6-4,40.687814,-73.981284,11/13/2016,01/20/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000522,3001670003,3003700,"(40.687814, -73.981284)"
mn-11-160034,Link5G_NonAd,Live,,,Manhattan,8,111,420 EAST 111TH STREET,FDR Dr,A NEW STREET,SW,10029,R7-2,40.791880,-73.935735,03/29/2024,06/13/2024,East Harlem South,1083956,1017010001,,"(40.7918799, -73.9357352)"
qu-01-125113,Link1.0,Live,125113,qu-01-125113,Queens,22,401,37-20 30 AVENUE,38 STREET,37 STREET,SW,11103,C4-2A,40.764273,-73.915958,04/22/2017,06/26/2017,Astoria,4010592,4006590050,4006300,"(40.764273, -73.915958)"
bk-08-127039,Link1.0,Live,127039,bk-08-127039,Brooklyn,36,308,695 NOSTRAND AVENUE,PARK PLACE,PROSPECT STREET,NE,11216,C2-4,40.673527,-73.950078,02/17/2017,03/08/2017,Crown Heights North,3341625,3012340080,3031701,"(40.673527, -73.950078)"
qu-12-154633,Link1.0,Live,,,Queens,27,412,104-20 DUNKIRK STREET,DUNKIRK STREET,183RD STREET,SW,11412,M1-1,40.705204,-73.775258,09/19/2022,05/17/2023,Jamaica,4220270,4103430070,,"(40.705204, -73.775258)"
mn-11-120070,Link1.0,Live,120070,mn-11-120070,Manhattan,9,111,1421 5 AVENUE,EAST 116 STREET,EAST 117 STREET,NE,10035,C1-4,40.800781,-73.946241,10/15/2016,01/25/2017,East Harlem North,1051665,1016220001,1018400,"(40.800781, -73.946241)"
qu-04-145776,Link1.0,Live,145776,LINK-018143,Queens,25,404,51-01 GOLDSMITH STREET,QUEENS BOULEVARD,GRAND AVENUE,SE,11373,C1-2,40.736982,-73.880315,03/04/2017,03/20/2017,Elmhurst,4057288,4024760012,4047500,"(40.736982, -73.880315)"
bx-01-118955,Link1.0,Live,118955,bx-01-118955,Bronx,17,201,2901 3 AVENUE,EAST 151 STREET,EAST 150 STREET,SW,10455,C4-4,40.817141,-73.916208,10/22/2016,12/22/2016,Melrose South-Mott Haven North,2001339,2023740015,2006500,"(40.817141, -73.916208)"
mn-12-120768,Link1.0,Live,120768,mn-12-120768,Manhattan,10,112,1380 ST. NICHOLAS AVENUE,WEST 179 STREET,WEST 180 STREET,NE,10033,C1-4,40.848083,-73.934510,04/14/2018,12/07/2020,Washington Heights South,1079911,1021530029,1026100,"(40.848083, -73.93451)"
mn-06-136486,Link1.0,Live,136486,mn-06-136486,Manhattan,2,106,130 3 AVENUE,EAST 15 STREET,EAST 14 STREET,SW,10003,C1-9A,40.733694,-73.987044,01/29/2016,02/01/2016,Gramercy,1084936,1008700024,1005000,"(40.733694, -73.987044)"
mn-12-111656,Link1.0,Live,111656,mn-12-111656,Manhattan,10,112,1536 ST. NICHOLAS AVENUE,WEST 187 STREET,WEST 186 STREET,SW,10033,C1-4,40.852857,-73.931007,12/01/2017,02/06/2018,Washington Heights North,1063791,1021570075,1026900,"(40.852857, -73.931007)"
si-02-145734,Link1.0,Live,145734,LINK-018383,Staten Island,50,502,2381 HYLAN BOULEVARD,LOCUST AVENUE,OTIS AVENUE,NW,10306,C1-3,40.572850,-74.107539,02/19/2017,02/28/2017,New Dorp-Midland Beach,5052790,5036450001,5012200,"(40.57285, -74.107539)"
bk-17-127011,Link1.0,Live,127011,bk-17-127011,Brooklyn,40,317,1295 NOSTRAND AVENUE,CLARKSON AVENUE,LENOX ROAD,SE,11226,C2-3,40.655320,-73.949966,02/26/2018,03/30/2018,Erasmus,3107759,3048370017,3081800,"(40.65532, -73.949966)"
mn-07-121336,Link1.0,Live,121336,mn-07-121336,Manhattan,6,107,2020 BROADWAY,WEST 69 STREET,WEST 70 STREET,NE,10023,C4-6A,40.776311,-73.981937,09/08/2016,10/28/2016,Lincoln Square,1029632,1011410013,1015300,"(40.776311, -73.981937)"
bk-09-127022,Link1.0,Live,127022,bk-09-127022,Brooklyn,40,309,1208 NOSTRAND AVENUE,HAWTHORNE STREET,WINTHROP STREET,SW,11225,C2-3,40.657740,-73.950407,02/17/2017,03/07/2017,Prospect Lefferts Gardens-Wingate,3115751,3050470039,3080200,"(40.65774, -73.950407)"
bx-07-114037,Link1.0,Live,114037,LINK-010290,Bronx,11,207,266 EAST 205 STREET,EAST 204 STREET,PERRY AVENUE,MIDBLOCK,10467,C1-4,40.873733,-73.879019,12/10/2021,04/01/2022,Norwood,2018100,2033410007,2042500,"(40.873733, -73.879019)"
bk-01-125263,Link1.0,Live,125263,bk-01-125263,Brooklyn,33,301,1007 MANHATTAN AVENUE,HURON STREET,GREEN STREET,NW,11222,C2-4,40.733400,-73.954886,03/11/2017,04/14/2017,Greenpoint,3064146,3025220043,3056300,"(40.7334, -73.954886)"
mn-06-121370,Link1.0,Live,121370,mn-06-121370,Manhattan,4,106,200 EAST 46 STREET,3 AVENUE,2 AVENUE,SE,10017,C5-3,40.753196,-73.972445,02/07/2016,02/19/2016,Turtle Bay-East Midtown,1037596,1013190047,1009000,"(40.753196, -73.972445)"
bk-14-126362,Link1.0,Live,126362,bk-14-126362,Brooklyn,40,314,1626 CORTELYOU ROAD,EAST 17 STREET,EAST 16 STREET,SE,11226,C2-4,40.641858,-73.962836,12/02/2017,04/23/2018,Flatbush,3118755,3051590010,3051400,"(40.641858, -73.962836)"
bk-02-108355,Link1.0,Live,108355,bk-02-108355,Brooklyn,33,302,98 BOND STREET,ATLANTIC AVENUE,PACIFIC STREET,SW,11217,C2-4,40.686812,-73.984970,11/17/2017,02/01/2018,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3255607,3001837501,3004100,"(40.686812, -73.98497)"
bx-02-159084,Link1.0,Live,,LINK-020580,Bronx,17,202,944A INTERVALE AVENUE,EAST 163 STREET,WESTCHESTER AVENUE,MIDBLOCK,10459,C1-4,40.821338,-73.896767,11/14/2022,02/06/2023,Longwood,2005456,2027030025,2008700,"(40.821338, -73.896767)"
bk-04-126704,Link1.0,Live,126704,SC90720,Brooklyn,37,304,513 IRVING AVENUE,HALSEY STREET,ELDERT STREET,,11237,R6,40.694474,-73.906284,12/14/2022,03/14/2023,Bushwick North,3078680,3034060040,3043700,"(40.694474, -73.906284)"
mn-02-122289,Link1.0,Live,122289,mn-02-122289,Manhattan,3,102,221 HUDSON STREET,CANAL STREET,BROOME STREET,NW,10013,C6-2A,40.724065,-74.007972,05/20/2022,05/20/2022,SoHo-TriBeCa-Civic Center-Little Italy,1010318,1005940108,1003700,"(40.724065, -74.007972)"
mn-06-121495,Link1.0,Live,121495,mn-06-121495,Manhattan,2,106,154 EAST 29 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10016,C2-8,40.742625,-73.980628,05/14/2016,06/24/2016,Murray Hill-Kips Bay,1018223,1008840048,1007200,"(40.742625, -73.980628)"
bx-05-146097,Link1.0,Live,146097,LINK-019315,Bronx,14,205,1 EAST 177 STREET,JEROME AVENUE,WALTON AVENUE,SE,10453,C2-4,40.850173,-73.910282,06/20/2018,07/13/2018,Mount Hope,2008247,2028530001,2023301,"(40.850173, -73.910282)"
mn-03-123383,Link5G_NonAd,Live,,,Manhattan,3,102,131 AVENUE C,EAST 8 STREET,EAST 9 STREET,NW,10009,C1-5,40.724859,-73.978389,05/24/2024,06/27/2024,Lower East Side,1004748,1003910036,2602,"(40.7248591, -73.9783893)"
mn-04-134558,Link1.0,Live,134558,mn-04-134558,Manhattan,3,104,170 WEST 25 STREET,7 AVENUE,6 AVENUE,SE,10001,C6-3X,40.745268,-73.994563,09/10/2017,10/25/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014997,1008000077,1009100,"(40.745268, -73.994563)"
bk-16-145962,Link1.0,Live,145962,LINK-018133,Brooklyn,41,316,2122 FULTON STREET,SOMERS STREET,ROCKAWAY AVENUE,MIDBLOCK,11233,C2-3,40.678286,-73.912185,09/30/2017,04/05/2018,Ocean Hill,3042170,3015510015,3030100,"(40.678286, -73.912185)"
mn-02-123595,Link1.0,Live,123595,mn-02-123595,Manhattan,3,102,284 HUDSON STREET,DOMINICK STREET,SPRING STREET,NE,10013,M1-6,40.725335,-74.007554,11/17/2016,12/29/2016,SoHo-TriBeCa-Civic Center-Little Italy,1009736,1005790002,1003700,"(40.725335, -74.007554)"
qu-01-125086,Link1.0,Live,125086,qu-01-125086,Queens,22,401,32-21 BROADWAY,33 STREET,32 STREET,NW,11106,C4-2A,40.761341,-73.923870,03/25/2017,06/14/2017,Astoria,4008399,4006140001,4006100,"(40.761341, -73.92387)"
mn-09-120419,Link1.0,Live,120419,mn-09-120419,Manhattan,7,109,572 WEST 139 STREET,BROADWAY,HAMILTON PLACE,SE,10031,C1-4,40.822495,-73.953007,05/14/2016,07/01/2016,Hamilton Heights,1061709,1020700001,1022500,"(40.822495, -73.953007)"
mn-04-123517,Link1.0,Live,123517,mn-04-123517,Manhattan,3,104,121 9 AVENUE,WEST 18 STREET,WEST 17 STREET,SW,10011,C2-5,40.743414,-74.003725,10/28/2017,05/08/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1078418,1007150010,1008300,"(40.743414, -74.003725)"
mn-03-107871,Link1.0,Live,107871,mn-03-107871,Manhattan,1,103,18 DELANCEY STREET,CHRYSTIE AVENUE,BOWERY STREET,NW,10002,C6-3A,40.720188,-73.993068,10/16/2016,10/28/2016,Chinatown,1005696,1004250038,1001800,"(40.720188, -73.993068)"
mn-05-122445,Link1.0,Live,122445,mn-05-122445,Manhattan,3,105,383 7 AVENUE,WEST 31 STREET,WEST 32 STREET,SE,10001,C6-6,40.749153,-73.991801,11/12/2016,02/07/2017,Midtown-Midtown South,1015175,1008070001,1010100,"(40.749153, -73.991801)"
mn-06-121424,Link1.0,Live,121424,mn-06-121424,Manhattan,4,106,681 2 AVENUE,EAST 37 STREET,EAST 36 STREET,SW,10016,C1-9,40.746651,-73.974686,03/18/2018,05/17/2018,Murray Hill-Kips Bay,1020193,1009170034,1007800,"(40.746651, -73.974686)"
bk-02-145753,Link1.0,Live,145753,LINK-018064,Brooklyn,35,302,770 FULTON STREET,ADELPHI STREET,CARLTON AVENUE,SW,11238,C2-3,40.684549,-73.970225,03/02/2017,03/24/2017,Fort Greene,3321980,3020070014,3017900,"(40.684549, -73.970225)"
mn-08-119825,Link1.0,Live,119825,mn-08-119825,Manhattan,5,108,184 EAST 87 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10128,C2-8A,40.779535,-73.953715,02/26/2016,03/23/2016,Upper East Side-Carnegie Hill,1047961,1015157503,1014802,"(40.779535, -73.953715)"
bk-08-126609,Link1.0,Live,126609,bk-08-126609,Brooklyn,35,308,764 FRANKLIN AVENUE,ST JOHNS PLACE,STERLING PLACE,NW,11238,C2-4,40.672302,-73.957458,11/04/2017,01/05/2018,Crown Heights North,3029594,3011780042,3021700,"(40.672302, -73.957458)"
mn-07-121304,Link1.0,Live,121304,mn-07-121304,Manhattan,6,107,2299 BROADWAY,WEST 83 STREET,WEST 82 STREET,NE,10024,C4-6A,40.786403,-73.978300,03/29/2016,04/25/2016,Upper West Side,1032755,1012300008,1017100,"(40.786403, -73.9783)"
qu-13-160017,Link5G_Ad,Live,,,Queens,23,413,260-03 HILLSIDE AVENUE,260th ST,261st ST,MIDBLOCK,11004,R3-2 / C1-3,40.737472,-73.708144,03/01/2024,07/10/2025,Glen Oaks-Floral Park-New Hyde Park,4179429,4087720156,,"(40.737472, -73.7081442)"
mn-07-120536,Link1.0,Live,120536,mn-07-120536,Manhattan,7,107,836 AMSTERDAM AVENUE,WEST 101 STREET,WEST 100 STREET,SW,10025,C1-5,40.797178,-73.968223,07/30/2016,10/10/2016,Upper West Side,1056483,1018720029,1018700,"(40.797178, -73.968223)"
mn-05-121959,Link1.0,Live,121959,mn-05-121959,Manhattan,4,105,23 EAST 51 STREET,MADISON AVENUE,5 AVENUE,NW,10022,C5-3,40.758633,-73.975341,04/30/2017,05/26/2017,Midtown-Midtown South,1035470,1012870014,1010200,"(40.758633, -73.975341)"
qu-06-144552,Link5G_Ad,Live,144552,SC90558,Queens,29,406,96-70 QUEENS BOULEVARD,64th Road,63rd Drive,SW,11374,C4-2,40.729209,-73.860566,02/23/2023,06/05/2023,Rego Park,4072130,4030820071,,"(40.729209, -73.860566)"
mn-05-122628,Link1.0,Live,122628,mn-05-122628,Manhattan,3,105,266 WEST 58 STREET,8 AVENUE,BROADWAY,SE,10019,C5-3,40.767271,-73.982247,03/10/2016,03/30/2016,Midtown-Midtown South,1024900,1010297501,1013700,"(40.767271, -73.982247)"
mn-08-121005,Link1.0,Live,121005,mn-08-121005,Manhattan,5,108,1391 3 AVENUE,EAST 79 STREET,EAST 80 STREET,NE,10075,C1-5,40.774350,-73.957090,02/26/2016,03/30/2016,Yorkville,1048509,1015250001,1013800,"(40.77435, -73.95709)"
bx-03-118929,Link1.0,Live,118929,bx-03-118929,Bronx,17,203,860 MELROSE AVENUE,EAST 160 STREET,EAST 161 STREET,NE,10451,C1-4,40.823646,-73.914030,06/05/2018,07/11/2018,Morrisania-Melrose,2001490,2023820001,2014100,"(40.823646, -73.91403)"
bk-09-126563,Link5G_Ad,Live,126563,LINK-002453,Brooklyn,40,309,660 FLATBUSH AVENUE,HAWTHORNE STREET,WESTBURY COURT,MIDBLOCK,11225,C1-3,40.657164,-73.960338,10/29/2022,01/26/2023,Prospect Lefferts Gardens-Wingate,3114641,3050260223,3079802,"(40.657164, -73.960338)"
mn-09-135619,Link1.0,Live,135619,mn-09-135619,Manhattan,7,109,3501 BROADWAY,WEST 143 STREET,WEST 144 STREET,NW,10031,C1-4,40.825319,-73.951488,06/17/2017,08/18/2017,Hamilton Heights,1062361,1020900029,1022900,"(40.825319, -73.951488)"
qu-09-126733,Link1.0,Live,126733,qu-09-126733,Queens,32,409,80-10 JAMAICA AVENUE,80 STREET,FOREST PARKWAY,SE,11421,C1-4,40.692106,-73.861994,06/24/2017,08/07/2017,Woodhaven,4183699,4089190001,4001000,"(40.692106, -73.861994)"
qu-01-130522,Link1.0,Live,130522,qu-01-130522,Queens,22,401,31-14 BROADWAY,32 STREET,31 STREET,SW,11106,C4-2A,40.761646,-73.924856,05/12/2017,08/09/2017,Astoria,4008290,4006110138,4005900,"(40.761646, -73.924856)"
mn-03-123346,Link5G_Ad,Live,123346,9129,Manhattan,1,103,400 GRAND STREET,GRAND STREET,BROOME STREET,NE,10002,C2-5,40.716166,-73.986634,08/06/2022,10/28/2022,Lower East Side,1089660,1003467501,,"(40.716166, -73.986634)"
qu-02-145779,Link1.0,Live,145779,LINK-018166,Queens,26,402,40-02 QUEENS BOULEVARD,40 STREET,41 STREET,SW,11104,C1-4,40.743555,-73.924156,03/04/2017,04/18/2017,Hunters Point-Sunnyside-West Maspeth,4002571,4001930025,4018101,"(40.743555, -73.924156)"
bk-08-145992,Link1.0,Live,145992,LINK-018096,Brooklyn,35,308,685 FRANKLIN AVENUE,PROSPECT PLACE,ST MARKS AVENUE,SE,11216,C2-4,40.675141,-73.956281,11/10/2017,02/01/2018,Crown Heights North,3030857,3012240001,3022100,"(40.675141, -73.956281)"
bx-02-145554,Link1.0,Live,145554,LINK-011145,Bronx,17,202,931 WESTCHESTER AVENUE,ROGERS PLACE,INTERVALE AVENUE,NE,10459,C2-4,40.821838,-73.897648,02/10/2022,05/02/2022,Longwood,2100333,2026990001,2012901,"(40.821838, -73.897648)"
mn-08-119833,Link1.0,Live,119833,mn-08-119833,Manhattan,5,108,1622 3 AVENUE,EAST 91 STREET,EAST 92 STREET,NW,10128,C1-9,40.782159,-73.951699,02/15/2016,03/23/2016,Upper East Side-Carnegie Hill,1078518,1015200034,1015801,"(40.782159, -73.951699)"
mn-02-123678,Link1.0,Live,123678,mn-02-123678,Manhattan,3,102,50 GROVE STREET,BLEECKER STREET,7 AVENUE SOUTH,SE,10014,C1-6,40.732909,-74.003877,08/06/2018,02/13/2019,West Village,1010182,1005910009,1007300,"(40.732909, -74.003877)"
QU-14-160095,Link5G_NonAd,Live,,,Queens,31,414,16-27 SEAGIRT BOULEVARD,DEAD END,SEAGIRT BOULEVARD,MIDBLOCK,11691,PARK,40.594194,-73.751150,02/25/2025,07/28/2025,Far Rockaway-Bayswater,4615821,4156490001,,"(40.5941935, -73.7511499)"
bk-03-145750,Link1.0,Live,145750,LINK-018103,Brooklyn,36,303,560 FRANKLIN AVENUE,ATLANTIC AVENUE,BREVOORT PLACE,NW,11238,M1-1,40.679506,-73.955431,02/27/2017,03/13/2017,Clinton Hill,3057888,3020200058,3022700,"(40.679506, -73.955431)"
bx-07-100074,Link5G_Ad,Live,100074,LINK-010414,Bronx,14,207,105 EAST 198 STREET,CRESTON AVENUE,GRAND CONCOURSE,,10468,C1-3,40.870613,-73.891648,10/07/2022,03/08/2023,Van Cortlandt Village,2017457,2033150044,2040303,"(40.870613, -73.891648)"
mn-06-135857,Link1.0,Live,135857,mn-06-135857,Manhattan,2,106,140 3 AVENUE,EAST 15 STREET,EAST 14 STREET,SW,10003,C1-9A,40.733919,-73.986881,04/29/2017,05/31/2017,Gramercy,1084936,1008700024,1005000,"(40.733919, -73.986881)"
qu-01-145956,Link1.0,Live,145956,LINK-020914,Queens,26,401,48-18 NORTHERN BOULEVARD,34 AVENUE,49 STREET,SE,11101,M1-1,40.753522,-73.914501,09/30/2017,11/07/2017,Hunters Point-Sunnyside-West Maspeth,4000822,4001200012,4017100,"(40.753522, -73.914501)"
qu-02-138662,Link1.0,Live,138662,qu-02-138662,Queens,26,402,62-10 NORTHERN BOULEVARD,62 STREET,64 STREET,SE,11377,M1-1,40.753910,-73.900094,06/14/2018,07/27/2018,Woodside,4027108,4011850001,4029300,"(40.75391, -73.900094)"
mn-04-139205,Link1.0,Live,139205,mn-04-139205,Manhattan,3,104,771 8 AVENUE,WEST 47 STREET,WEST 48 STREET,NW,10036,C6-4,40.760563,-73.987515,03/06/2016,04/15/2016,Clinton,1025100,1010380029,1012700,"(40.760563, -73.987515)"
qu-04-145899,Link1.0,Live,145899,LINK-019902,Queens,25,404,81-02 PETTIT AVENUE,BROADWAY,LAYTON STREET,NE,11373,C1-3,40.743563,-73.883789,08/05/2017,08/31/2017,Elmhurst,4037311,4015090041,4026902,"(40.743563, -73.883789)"
bk-16-153189,Link5G_Ad,Live,153189,LINK-025045,Brooklyn,41,316,18 BELMONT AVENUE,Thatford Ave,ROCKAWAY AVE,SW,11212,C4-3,40.668481,-73.909666,07/11/2022,10/25/2022,Brownsville,3252309,3035220001,906,"(40.668481, -73.909666)"
si-02-125476,Link1.0,Live,125476,si-02-125476,Staten Island,50,502,19 SEAVIEW AVENUE,PLATTSBURG STREET,RICHMOND ROAD,NE,10304,C1-1,40.590983,-74.100732,01/31/2017,02/28/2017,Old Town-Dongan Hills-South Beach,5048677,5033050089,5009602,"(40.590983, -74.100732)"
mn-12-120655,Link1.0,Live,120655,mn-12-120655,Manhattan,10,112,1495 ST. NICHOLAS AVENUE,WEST 184 STREET,WEST 185 STREET,SW,10033,C1-4,40.851620,-73.932187,11/22/2017,02/20/2018,Washington Heights North,1063962,1021660016,1027100,"(40.85162, -73.932187)"
mn-06-134657,Link1.0,Live,134657,mn-06-134657,Manhattan,4,106,712 2 AVENUE,EAST 38 STREET,EAST 39 STREET,NE,10016,C1-9,40.747395,-73.973828,03/18/2018,05/17/2018,Murray Hill-Kips Bay,1021921,1009440001,1007800,"(40.747395, -73.973828)"
qu-01-145948,Link1.0,Live,145948,LINK-021332,Queens,22,401,44-02 30 AVENUE,44 STREET,45 STREET,SE,11103,C1-2,40.762278,-73.911717,09/16/2017,10/23/2017,Astoria,4012635,4007130081,4015100,"(40.762278, -73.911717)"
mn-05-122529,Link1.0,Live,122529,mn-05-122529,Manhattan,4,105,1710 BROADWAY,WEST 54 STREET,WEST 55 STREET,NW,10019,C6-7,40.764127,-73.982309,04/16/2016,07/19/2016,Midtown-Midtown South,1024850,1010260021,1013700,"(40.764127, -73.982309)"
mn-06-134920,Link1.0,Live,134920,mn-06-134920,Manhattan,2,106,438 3 AVENUE,EAST 30 STREET,EAST 31 STREET,NW,10016,C1-9,40.743494,-73.979907,06/30/2017,08/03/2017,Murray Hill-Kips Bay,1018323,1008860046,1007200,"(40.743494, -73.979907)"
mn-07-120927,Link1.0,Live,120927,mn-07-120927,Manhattan,6,107,147 COLUMBUS AVENUE,WEST 66 STREET,WEST 67 STREET,NE,10023,C4-7,40.773657,-73.981404,08/11/2016,01/11/2017,Lincoln Square,1075637,1011190001,1015300,"(40.773657, -73.981404)"
mn-07-135446,Link1.0,Live,135446,mn-07-135446,Manhattan,6,107,733 AMSTERDAM AVENUE,WEST 96 STREET,WEST 95 STREET,SE,10025,C2-8,40.793867,-73.970376,03/23/2018,11/24/2020,Upper West Side,1032587,1012267502,1018100,"(40.793867, -73.970376)"
bx-01-145854,Link1.0,Live,145854,LINK-018226,Bronx,8,201,217 EAST 138 STREET,PARK AVENUE,CANAL PLACE,NW,10451,M1-4/R7X,40.812253,-73.928665,06/24/2017,10/19/2017,Mott Haven-Port Morris,2000969,2023400001,2005100,"(40.812253, -73.928665)"
mn-08-135088,Link1.0,Live,135088,mn-08-135088,Manhattan,5,108,1284 1 AVENUE,EAST 69 STREET,EAST 68 STREET,SE,10065,C2-8,40.765665,-73.957409,12/07/2017,05/11/2018,Lenox Hill-Roosevelt Island,1045578,1014630045,1011600,"(40.765665, -73.957409)"
qu-09-104094,Link1.0,Live,104094,qu-09-104094,Queens,32,409,104-13 JAMAICA AVENUE,104 STREET,105 STREET,NE,11418,C2-4,40.695256,-73.842840,06/03/2017,06/26/2017,Richmond Hill,4192008,4092000044,4002600,"(40.695256, -73.84284)"
qu-01-145452,Link1.0,Live,145452,qu-01-145452,Queens,22,401,40-13 BROADWAY,STEINWAY STREET,41 STREET,MIDBLOCK,11103,C1-4,40.758818,-73.918494,08/19/2017,12/19/2017,Astoria,4436918,4006780003,4015500,"(40.758818, -73.918494)"
mn-06-107988,Link1.0,Live,107988,mn-06-107988,Manhattan,4,106,949 2 AVENUE,EAST 50 STREET,EAST 51 STREET,W,10022,C1-9,40.755193,-73.968444,10/28/2017,02/15/2018,Turtle Bay-East Midtown,1038459,1013240124,1009800,"(40.755193, -73.968444)"
mn-06-121531,Link1.0,Live,121531,mn-06-121531,Manhattan,4,106,716 3 AVENUE,EAST 45 STREET,EAST 44 STREET,SW,10017,C5-3,40.752623,-73.973254,04/29/2017,06/07/2017,Turtle Bay-East Midtown,1036180,1012990040,1009200,"(40.752623, -73.973254)"
mn-07-133487,Link1.0,Live,133487,mn-07-133487,Manhattan,6,107,153 WEST 69 STREET,BROADWAY,AMSTERDAM AVENUE,NW,10023,C4-6A,40.776473,-73.982430,04/26/2016,07/19/2016,Lincoln Square,1029632,1011410013,1015300,"(40.776473, -73.98243)"
mn-05-137241,Link1.0,Live,137241,mn-05-137241,Manhattan,2,105,245 PARK AVENUE SOUTH,EAST 20 STREET,EAST 19 STREET,MIDBLOCK,10003,C6-4A,40.738097,-73.987738,03/03/2018,05/24/2018,Gramercy,1017945,1008750079,1005000,"(40.738097, -73.987738)"
mn-05-121611,Link1.0,Live,121611,mn-05-121611,Manhattan,4,105,1 EAST 32 STREET,5 AVENUE,MADISON AVENUE,NE,10016,C5-2,40.747114,-73.985245,10/01/2016,12/09/2016,Midtown-Midtown South,1017006,1008620001,1007400,"(40.747114, -73.985245)"
mn-06-138038,Link1.0,Live,138038,mn-06-138038,Manhattan,4,106,141 EAST 44 STREET,LEXINGTON AVENUE,3 AVENUE,MIDBLOCK,10017,C5-3,40.752636,-73.974717,12/12/2017,07/31/2018,Turtle Bay-East Midtown,1036175,1012990023,1009200,"(40.752636, -73.974717)"
mn-05-122858,Link1.0,Live,122858,mn-05-122858,Manhattan,4,105,2 WEST 57 STREET,5 AVENUE,6 AVENUE,SW,10019,C5-3,40.762987,-73.974254,06/10/2017,07/12/2017,Midtown-Midtown South,1035053,1012727503,1011201,"(40.762987, -73.974254)"
mn-08-121019,Link1.0,Live,121019,mn-08-121019,Manhattan,5,108,1505 3 AVENUE,EAST 85 STREET,EAST 84 STREET,SE,10028,C1-9,40.778003,-73.954428,03/19/2016,03/28/2016,Yorkville,1048756,1015300045,1014601,"(40.778003, -73.954428)"
qu-12-123985,Link5G_Ad,Removed Pending Reinstall,123985,LINK-011524,Queens,27,412,133-38 SPRINGFIELD BOULEVARD,SPRINGFIELD BLVD,RIDGEDALE ST,N,11413,C8-1,40.680260,-73.753520,02/05/2025,03/31/2025,St. Albans,4274071,4127230056,4035200,"(40.68026, -73.75352)"
mn-06-133477,Link1.0,Live,133477,mn-06-133477,Manhattan,4,106,845 3 AVENUE,EAST 52 STREET,EAST 51 STREET,SE,10022,C6-6,40.756911,-73.969816,03/18/2016,03/28/2016,Turtle Bay-East Midtown,1038464,1013250001,1009800,"(40.756911, -73.969816)"
mn-05-122166,Link1.0,Live,122166,mn-05-122166,Manhattan,4,105,132 WEST 40 STREET,BROADWAY,6 AVENUE,SE,10018,C5-3,40.754144,-73.986581,04/02/2017,07/21/2017,Midtown-Midtown South,1015281,1008150046,1011300,"(40.754144, -73.986581)"
