,Week_date,Number of Sessions,Average Session Length,Number of Unique Clients,TB Downloaded,TB Uploaded,Cumulative Bandwidth Utilization To Date (TB),Cumulative Sessions To Date,Cumulative Subscribers To Date,sessions_outlier,sessions_per_client,activated,converted,data_usage_per_client(MG),seasonal_cohort,year,quarter,High_value,utility_usage_week,utility_segments
268,2025-02-23 05:00:00+00:00,3494559,00:32:26,227521,102.23,15.85,47929.98,3692233920,17765470,False,15.359281121303088,False,False,33.78967131474958,Winter,2025,1,False,True,Quality sessions
269,2025-03-02 05:00:00+00:00,3778483,00:31:58,230797,111.19,17.43,48058.6,3696012403,17817270,False,16.371456301425063,False,False,34.04011609950342,Spring,2025,1,False,True,Quality sessions
270,2025-03-09 05:00:00+00:00,3664637,00:32:04,229704,103.82,17.1,48179.52,3699677040,17862846,False,15.953736112562254,False,False,32.99644685135253,Spring,2025,1,False,True,Quality sessions
271,2025-03-16 04:00:00+00:00,3833467,00:32:06,234706,110.44,18.79,48308.74,3703510507,17912135,False,16.333059231549257,False,False,33.710998425185345,Spring,2025,1,False,True,Quality sessions
272,2025-03-23 04:00:00+00:00,3752572,00:31:56,230544,106.07,18.37,48433.19,3707263079,17958624,False,16.27703171628843,False,False,33.161255800021955,Spring,2025,1,False,True,Quality sessions
273,2025-03-30 04:00:00+00:00,3730849,00:32:00,232304,107.62,18.12,48558.93,3710993928,18006762,False,16.06020128796749,False,False,33.70278454046251,Spring,2025,1,False,True,Quality sessions
274,2025-04-06 04:00:00+00:00,3863496,00:31:32,230965,112.18,18.99,48690.1,3714857424,18056253,False,16.727625397787545,False,False,33.951115777006116,Spring,2025,2,False,True,Quality sessions
275,2025-04-13 04:00:00+00:00,3573337,00:31:52,229889,100.81,17.36,48808.26,3718430761,18105777,False,15.543749374698224,False,False,33.06992875287162,Spring,2025,2,False,True,Quality sessions
276,2025-04-20 04:00:00+00:00,3860293,00:32:15,239553,113.47,22.45,48944.18,3722291054,18169407,False,16.114567548726168,True,False,35.209762575016974,Spring,2025,2,False,True,Engaged Week
277,2025-04-27 04:00:00+00:00,4008773,00:32:09,243682,119.6,21.15,49084.94,3726299827,18228693,False,16.450837566993048,True,False,35.110493909233575,Spring,2025,2,False,True,Engaged Week
278,2025-05-04 04:00:00+00:00,4065430,00:32:12,241798,124.65,20.64,49230.23,3730365257,18286402,False,16.813331789344826,True,False,35.73791702230761,Spring,2025,2,False,True,Engaged Week
279,2025-05-11 04:00:00+00:00,3802487,00:31:54,234957,115.56,18.78,49364.57,3734167744,18339256,False,16.183757027881697,True,False,35.329509344805125,Spring,2025,2,False,True,Engaged Week
280,2025-05-18 04:00:00+00:00,3736450,00:32:01,230447,113.97,18.21,49496.75,3737904194,18392080,False,16.213923375005965,True,False,35.37582464638895,Spring,2025,2,False,True,Engaged Week
281,2025-05-25 04:00:00+00:00,3613108,00:32:05,227800,110.1,17.7,49624.54,3741517302,18443650,False,15.86087796312555,False,False,35.371209496090344,Spring,2025,2,False,True,Quality sessions
282,2025-06-01 04:00:00+00:00,3684031,00:32:22,228949,116.39,19.21,49760.14,3745201333,18498997,False,16.091055213169746,True,False,36.80750786299029,Summer,2025,2,False,True,Engaged Week
283,2025-06-08 04:00:00+00:00,3756262,00:32:22,228722,116.82,19.09,49896.05,3748957595,18553455,False,16.42282771224456,True,False,36.182247138245415,Summer,2025,2,False,True,Engaged Week
284,2025-06-15 04:00:00+00:00,3659894,00:32:11,219665,115.24,18.17,50029.47,3755752973,18607045,False,16.66125236155054,True,False,36.4518753821832,Summer,2025,2,False,True,Engaged Week
285,2025-06-22 04:00:00+00:00,3135484,00:34:19,219665,108.69,17.4,50155.56,3752617489,18658952,False,14.273935310586575,False,False,40.21388723399641,Summer,2025,2,False,True,Quality sessions
286,2025-06-29 04:00:00+00:00,2823529,00:33:54,209914,99.18,15.32,50270.06,3758576502,18713093,False,13.450884647998704,False,False,40.55208924717968,Summer,2025,2,False,True,Quality sessions
287,2025-07-06 04:00:00+00:00,2729515,00:34:02,204336,96.9,15.24,50382.21,3761306017,18766286,False,13.357974121055516,False,False,41.08422192220962,Summer,2025,3,False,True,Quality sessions
288,2025-07-13 04:00:00+00:00,3530203,00:32:26,220907,117.41,18.03,50517.64,3764836220,18825366,False,15.980494054058948,True,False,38.36606563418591,Summer,2025,3,False,True,Engaged Week
289,2025-07-20 04:00:00+00:00,3508577,00:32:31,221008,115.92,17.88,50651.45,3768344797,18883886,False,15.87533935423152,True,False,38.135118596513635,Summer,2025,3,False,True,Engaged Week
290,2025-07-27 04:00:00+00:00,3605858,00:32:46,225524,122.33,18.98,50792.76,3771950655,18945682,False,15.988799418243735,True,False,39.18900855219479,Summer,2025,3,False,True,Engaged Week
291,2025-08-03 04:00:00+00:00,3496379,00:32:05,221569,117.77,18.32,50928.85,3775447034,19004164,False,15.780091077722966,True,False,38.92312589682068,Summer,2025,3,False,True,Engaged Week
292,2025-08-10 04:00:00+00:00,3553727,00:32:18,223863,123.73,19.02,51071.6,3779000761,19066470,False,15.874561673880901,True,False,40.169095712754526,Summer,2025,3,False,True,Engaged Week
293,2025-08-17 04:00:00+00:00,3383408,00:32:37,219315,118.37,18.16,51208.13,3782384169,19125607,False,15.427161844835055,True,False,40.35280403663998,Summer,2025,3,False,True,Engaged Week
294,2025-08-24 04:00:00+00:00,3410694,00:32:38,219022,119.72,19.03,51346.88,3785794863,19186520,False,15.57238085671759,True,False,40.68087022758418,Summer,2025,3,False,True,Engaged Week
295,2025-08-31 04:00:00+00:00,3514042,00:32:47,220347,125.73,19.75,51492.35,3789308905,19248889,False,15.947764208271499,True,False,41.39961901422921,Summer,2025,3,False,True,Engaged Week
296,2025-09-07 04:00:00+00:00,3441776,00:33:59,218942,124.08,19.76,51636.19,3792750681,19306948,False,15.720035443176732,True,False,41.792376958872396,Fall,2025,3,False,True,Engaged Week
297,2025-09-14 04:00:00+00:00,3559167,00:32:48,218422,127.53,19.76,51783.47,3796309848,19366536,False,16.294910769061726,True,False,41.38327872785964,Fall,2025,3,False,True,Engaged Week
298,2025-09-21 04:00:00+00:00,3535639,00:32:51,219953,130.08,19.62,51933.18,3799845487,19423364,False,16.074520465735862,True,False,42.34029548831202,Fall,2025,3,False,True,Engaged Week
299,2025-09-28 04:00:00+00:00,3432378,00:32:42,217730,128.86,19.09,52081.13,3803277865,19479585,False,15.764377899232995,True,False,43.10422686545597,Fall,2025,3,False,True,Engaged Week
